convo_id,user,line_id,line,K1,K2,K3,K4,K5,K6,K7,K8,primary,secondary,,聲明：本研究已對原始對話資料進行去識別化處理，包括將研究對象之姓名與別名替換為代碼（R1、P1–P21），並將非研究對象之提及內容予以遮蔽。此項處理之目的在於保護資料中所提及人員之隱私，僅涉及識別欄位之替換，未變動對話內容之語意結構，因此不影響 SNA 互動矩陣與 ENA 概念連結之分析結果。
conv1,P16,69,岩壁,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,70,岩壁,0,0,0,0,0,0,0,1,K8,,,
conv1,P8,71,岩壁,0,0,0,0,0,0,0,1,K8,,,
conv1,P13,72,岩壁,0,0,0,0,0,0,0,1,K8,,,
conv1,P11,73,岩壁,0,0,0,0,0,0,0,1,K8,,,
conv1,R1,74,岩壁,0,0,0,0,0,0,0,1,K8,,,
conv1,P6,75,過分,0,0,0,0,0,0,0,1,K8,,,
conv1,P14,76,如果是三個字呢,0,0,0,0,0,0,0,1,K8,,,
conv1,P6,77,大岩壁,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,78,四個字,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,79,白痴岩壁,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,80,五個字,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,81,P6岩壁,0,0,0,0,0,0,0,1,K8,,,
conv1,P4,82,"""P14"" 交給你騷擾我朋友了",0,0,0,0,0,0,0,1,K8,,,
conv1,P15,83,"""P6"" 你看看其中一個的標籤",0,0,0,0,0,0,0,1,K8,,,
conv1,P14,84,要多少錢才能請這一坨來表演,0,1,0,0,0,0,0,1,K8,K2,,
conv1,P6,85,幹,0,0,0,0,0,0,0,1,K8,,,
conv1,P6,86,好想說喔,0,0,0,0,0,0,0,1,K8,,,
conv1,P13,87,說啥,1,0,0,0,0,0,0,0,K1,,,
conv1,P13,88,說啊,0,0,0,0,0,0,0,1,K8,,,
conv1,P6,89,派對,0,0,0,0,0,0,0,1,K8,,,
conv1,P13,90,動物,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,91,說啥,1,0,0,0,0,0,0,0,K1,,,
conv1,P15,92,大聲說出來,0,0,0,0,0,0,0,1,K8,,,
conv1,P6,93,欸一欸一欸耶喔喔,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,94,欸,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,95,你可以錄這個變成音效版嗎,0,0,1,0,0,0,0,0,K3,,,
conv1,P6,96,好啊,0,0,1,0,0,0,0,0,K3,,,
conv1,P8,97,好欸有新的音效版玩,0,0,0,0,0,1,0,0,K6,,,
conv1,R1,98,1/4後西遊戒指功能失效~記得換上其他東西代替,0,1,0,0,1,0,0,0,K2,K5,,
conv1,P14,99,1/4後西遊戒指功能失效~記得換上其他東西代替,0,1,0,0,1,0,0,0,K2,K5,,
conv1,P4,100,1/4後西遊戒指功能失效~記得換上其他東西代替,0,1,0,0,1,0,0,0,K2,K5,,
conv1,P4,101,有人能幫我把我現在顏色變成紅色嗎,0,0,0,1,0,0,0,0,K4,,,
conv1,P15,102,只有我可以,0,1,0,0,0,0,0,0,K2,,,
conv1,P15,103,你要幹嘛,0,0,0,0,0,0,0,1,K8,,,
conv1,P6,104,他要紅色喜慶,0,0,0,0,0,0,0,1,K8,,,
conv1,P4,105,比較有喜感,0,0,0,0,0,0,0,1,K8,,,
conv1,P6,106,配他的劉德華,0,0,0,0,0,0,0,1,K8,,,
conv1,P4,107,真聰明,0,0,0,0,0,0,0,1,K8,,,
conv1,P4,108,一起嗎,0,0,1,0,0,0,0,0,K3,,,
conv1,P15,109,那我把垃圾桶換成紅色,0,0,0,1,0,0,0,1,K8,K4,,
conv1,P6,110,發我,0,0,0,1,0,0,0,0,K4,,,
conv1,P15,111,是在說我笨？,1,0,0,0,0,0,0,0,K1,,,
conv1,P4,112,沒啊,0,0,0,0,0,0,0,1,K8,,,
conv1,P13,113,快解凍了這人,0,0,0,0,0,0,0,1,K8,,,
conv1,P4,114,來不來,0,0,0,0,0,0,0,1,K8,,,
conv1,P13,115,現在是提前484,0,0,0,0,0,0,0,1,K8,,,
conv1,P4,116,先喜感一下,0,0,0,0,0,0,0,1,K8,,,
conv1,P13,117,我的天,0,0,0,0,0,1,0,0,K6,,,
conv1,P15,118,我的天,0,0,0,0,0,1,0,0,K6,,,
conv1,P13,119,真的到新年我在換,0,0,0,1,0,0,0,0,K4,,,
conv1,P15,120,要一起換了嗎,0,0,1,0,0,0,0,0,K3,,,
conv1,P15,121,P13要脫離我們的共犯小組了嗎,0,0,0,0,0,0,0,1,K8,,,
conv1,P14,122,"""P4"" 你媽叫你滾回來，就能用紅色了",0,1,0,0,0,0,0,0,K2,,,
conv1,P13,123,還沒新年內,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,124,欸對耶,0,0,0,0,0,0,1,0,K7,,,
conv1,P13,125,我這邊的還沒解凍,0,0,0,1,0,0,0,0,K4,,,
conv1,P15,126,"""P4"" 滾回來啊",0,0,0,0,0,0,0,1,K8,,,
conv1,P15,127,歐虧不聽,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,128,那我把你丟回黑色,0,0,0,0,0,0,0,1,K8,,,
conv1,P13,129,還是我上午劉德華 下午共犯,0,0,0,0,0,0,0,1,K8,,,
conv1,P8,130,你好忙,0,0,0,0,0,0,0,1,K8,,,
conv1,P4,131,你好忙,0,0,0,0,0,0,0,1,K8,,,
conv1,P4,132,完了,0,0,0,0,0,0,0,1,K8,,,
conv1,P13,133,雨露均沾,0,0,0,0,0,0,0,1,K8,,,
conv1,P14,134,可以紅黑漸層嗎,1,0,0,0,0,0,0,0,K1,,,
conv1,P4,135,紅色buff 沒了,0,0,0,0,0,0,0,1,K8,,,
conv1,P14,136,還敢要紅buff啊,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,137,"""R1"" P4討厭你，所以他不回來",0,0,0,0,0,0,0,1,K8,,,
conv1,P6,138,那我先脫離得華幫,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,139,但你還是垃圾桶,0,0,0,0,0,0,0,1,K8,,,
conv1,P4,140,那我先脫離得華幫,0,0,0,0,0,0,0,1,K8,,,
conv1,P6,141,欸他們很強欸,0,0,0,0,0,0,0,1,K8,,,
conv1,P4,142,我阿嬤都打的比你好,0,0,0,1,0,0,0,0,K4,,,
conv1,P14,143,有看到他們的嗨賴，很多精緻的操作,0,0,0,0,0,0,0,1,K8,,,
conv1,P6,144,只能說,0,0,0,0,0,0,0,1,K8,,,
conv1,P6,145,比我還強,0,0,0,1,0,0,0,0,K4,,,
conv1,P15,146,那不是挺容易的？,1,0,0,0,1,0,0,0,K5,K1,,
conv1,P8,147,我都做不到阿嬤閃現開大腰帶,0,0,0,1,0,0,0,0,K4,,,
conv1,P15,148,今晚來玩,0,0,0,0,0,0,0,1,K8,,,
conv1,P6,149,幹我腰帶每次都按不出來,0,0,0,1,0,0,0,0,K4,,,
conv1,P15,150,中路Aram,0,0,0,0,0,0,0,1,K8,,,
conv1,P14,151,我也沒辦法盲勾,0,0,0,1,0,0,0,0,K4,,,
conv1,P8,152,？你是打得了的嗎,1,0,0,0,0,0,0,0,K1,,,
conv1,P6,153,Aran,0,0,0,0,0,0,0,1,K8,,,
conv1,P6,154,你可以玩嗎,1,0,0,0,0,0,0,0,K1,,,
conv1,P15,155,我可以啊,0,1,0,0,0,0,0,0,K2,,,
conv1,P8,156,齁真假好啊,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,157,我大學打了四年,0,0,0,1,0,0,0,0,K4,,,
conv1,P15,158,吧？,1,0,0,0,0,0,0,0,K1,,,
conv1,P15,159,那時候我微小的願望 給我一萬元,0,0,0,1,0,0,0,0,K4,,,
conv1,P15,160,我哥的ID是專偷衛生棉,0,0,0,1,0,0,0,0,K4,,,
conv1,P8,161,？跟你玩要給你一萬塊,1,0,0,0,0,0,0,0,K1,,,
conv1,P15,162,不是 那是我的ID,0,0,0,0,1,0,0,0,K5,,,
conv1,P6,163,好想玩喔,0,0,0,0,0,0,0,1,K8,,,
conv1,P6,164,我要回去嗎,0,0,0,1,0,0,0,0,K4,,,
conv1,P8,165,喔想說這個陪玩好貴喔,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,166,但是,0,0,0,0,1,0,0,0,K5,,,
conv1,P15,167,有人要跟你玩嗎,0,0,1,0,0,0,0,0,K3,,,
conv1,P8,168,我的ID,0,0,0,1,0,0,0,0,K4,,,
conv1,P15,169,"欸 ""P6"" 這隻貓叫啥",1,0,0,0,0,0,0,0,K1,,,
conv1,P15,170,幫我查,1,0,0,0,0,0,0,0,K1,,,
conv1,P8,171,鹹魚雞丁豆腐煲,0,1,0,0,0,0,0,0,K2,,,
conv1,P6,172,鹹魚雞丁豆腐煲,0,1,0,0,0,0,0,0,K2,,,
conv1,P15,173,那是挺專一的,0,0,0,0,0,0,0,1,K8,,,
conv1,P8,174,而且只要點開我的DC所有人都看得到,0,0,0,1,0,0,0,0,K4,,,
conv1,P8,175,我老專一了,0,0,0,1,0,0,0,0,K4,,,
conv1,P15,176,我每個遊戲的網名都不一樣,0,0,0,1,0,0,0,0,K4,,,
conv1,P8,177,不能取鹹魚就取鹹魚雞丁豆腐煲,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,178,之前明日之後叫,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,179,呃,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,180,嗯,0,0,0,0,0,0,1,0,K7,,,
conv1,P15,181,好恥,0,0,0,0,0,0,0,1,K8,,,
conv1,P8,182,我現在有印象不一樣的ID只有龍蝦沙拉,0,1,0,1,0,0,0,0,K4,K2,,
conv1,P6,183,沒找到,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,184,你爛透了,0,0,0,0,0,0,0,1,K8,,,
conv1,P6,185,Fishfish,0,0,0,0,0,0,0,1,K8,,,
conv1,P4,186,Fishfish,0,0,0,0,0,0,0,1,K8,,,
conv1,P6,187,你要做成圖喔,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,188,幫我做,0,0,0,1,0,0,0,0,K4,,,
conv1,P15,189,泡泡看你,0,0,0,1,0,0,0,0,K4,,,
conv1,P8,190,呃我之前辦的時候好像還不能取中文？,1,0,0,0,0,0,0,0,K1,,,
conv1,P8,191,還是一直都可以,0,1,0,0,0,0,0,0,K2,,,
conv1,P15,192,一直都可以吧,0,0,0,0,0,0,0,1,K8,,,
conv1,P8,193,那就是我沒研究,0,0,0,1,0,0,0,0,K4,,,
conv1,P4,194,我記得之前不行,0,1,0,0,1,0,0,0,K2,K5,,
conv1,P13,195,我之前的ID,0,0,0,1,0,0,0,0,K4,,,
conv1,P13,196,呃,0,0,0,1,0,0,0,0,K4,,,
conv1,P13,197,不優,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,198,你是說,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,199,聖地牙哥胖海豹嗎,1,0,0,0,0,0,0,0,K1,,,
conv1,P13,200,不是,0,0,0,0,1,0,0,0,K5,,,
conv1,P13,201,其他遊戲的,0,0,0,0,1,0,0,0,K5,,,
conv1,P6,202,尼哥胖海豹,0,0,0,0,0,0,0,1,K8,,,
conv1,P13,203,快了,0,0,0,0,0,0,0,1,K8,,,
conv1,P8,204,黑,0,0,0,0,0,0,0,1,K8,,,
conv1,P13,205,以前還不是用海豹,0,0,0,0,1,0,0,0,K5,,,
conv1,P8,206,萌萌噠,0,0,0,0,0,0,0,1,K8,,,
conv1,P13,207,鬼,0,0,0,0,0,0,0,1,K8,,,
conv1,P8,208,你以前還取過什麼,1,0,0,0,0,0,0,0,K1,,,
conv1,P6,209,尼哥黑尼哥,0,0,0,0,0,0,0,1,K8,,,
conv1,P2,210,嚴厲譴責,0,0,0,0,0,0,0,1,K8,,,
conv1,P2,211,"""R1"" 看他啦",0,0,0,0,0,0,0,1,K8,,,
conv1,P6,212,要欸,0,0,0,0,0,0,0,1,K8,,,
conv1,R1,213,蛤,0,0,0,0,0,0,0,1,K8,,,
conv1,P8,214,"""P16"" 是不是在上班",1,0,0,0,0,0,0,0,K1,,,
conv1,P16,215,沒錯沒錯,0,1,0,0,0,0,0,0,K2,,,
conv1,P16,216,10.開給你們玩,0,0,1,0,0,0,0,0,K3,,,
conv1,P15,217,好想玩喔,0,0,0,0,0,0,0,1,K8,,,
conv1,P13,218,好想玩喔,0,0,0,0,0,0,0,1,K8,,,
conv1,R1,219,哈哈 冷死,0,0,0,0,0,1,0,0,K6,,,
conv1,R1,220,還沒拿到亦有道的記得趕快去拿緝盜,0,1,0,0,0,0,0,0,K2,,,
conv1,R1,221,只有緝盜箱子才能開出無暇亦有道喔,0,1,0,0,0,0,0,0,K2,,,
conv1,R1,222,對,0,0,0,0,0,0,1,0,K7,,,
conv1,P18,223,沒活力;w;,0,1,0,0,0,0,0,0,K2,,,
conv1,P14,224,有人要打緝盜嗎,0,0,1,0,0,0,0,0,K3,,,
conv1,P14,225,"""P4""",0,0,0,0,0,0,1,0,K7,,,
conv1,P9,226,媽媽 我6個都沒開到,0,0,0,1,0,0,0,0,K4,,,
conv1,P4,227,6667,0,0,0,0,0,0,0,1,K8,,,
conv1,P14,228,改名改慢了,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,229,詢問,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,230,有沒有人有Lol的帳號,1,0,0,0,0,0,0,0,K1,,,
conv1,P15,231,可以借我打個aram,0,0,0,1,0,0,0,0,K4,,,
conv1,P15,232,以借到,0,0,0,1,0,0,0,0,K4,,,
conv1,P16,233,你們有要玩core keeper嗎 要玩我開遊戲,1,0,1,0,0,0,0,0,K3,K1,,
conv1,P16,234,"""P15"" ""P13"" ""P8""",0,0,0,0,0,0,1,0,K7,,,
conv1,P8,235,你先洗澡,0,0,0,0,0,0,0,1,K8,,,
conv1,P16,236,我要先去吃東西 才會去洗澡,0,1,0,1,0,0,0,0,K2,K4,,
conv1,P16,237,可以先開,0,1,0,0,0,0,0,0,K2,,,
conv1,P16,238,不然你們等到12.都等不到我,0,0,0,1,0,0,0,0,K4,,,
conv1,P15,239,那你掀開,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,240,"""P16"" 你家炸了是不適",0,0,0,0,0,0,0,1,K8,,,
conv1,P16,241,蛤,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,242,剛剛大地震啦,0,0,0,0,0,0,0,1,K8,,,
conv1,P16,243,什麼東西,1,0,0,0,0,0,0,0,K1,,,
conv1,P16,244,斷線嗎,1,0,0,0,0,0,0,0,K1,,,
conv1,P15,245,段超多次,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,246,然後剛剛視窗狂震動,0,0,0,0,0,0,0,1,K8,,,
conv1,P16,247,超好笑,0,0,0,0,0,1,0,0,K6,,,
conv1,P16,248,可能我開逆水寒,0,0,0,0,1,0,0,0,K5,,,
conv1,P15,249,"""（未參與研究人員）""",0,0,0,0,0,0,1,0,K7,,,
conv1,P8,250,"""P16"" P16",0,0,0,0,0,0,0,1,K8,,,
conv1,P8,251,灑水器去那裡做,1,0,0,0,0,0,0,0,K1,,,
conv1,R1,252,我在掛機,0,0,0,1,0,0,0,0,K4,,,
conv1,P5,253,"""R1"" 媽媽 12點有緝盜嗎媽媽",1,0,0,0,0,0,0,0,K1,,,
conv1,R1,254,有但媽要去吃飯,0,1,0,0,0,0,0,0,K2,,,
conv1,R1,255,P5要自立自強,0,1,0,0,0,0,0,0,K2,,,
conv1,R1,256,（什麼東西） （這三小）,1,0,0,0,0,0,0,0,K1,,,
conv1,P6,257,幹燕雲大魔王,0,0,0,0,0,0,0,1,K8,,,
conv1,P2,258,為什麼你的燕雲畫質這麼好,1,0,0,0,0,0,0,0,K1,,,
conv1,P6,259,你的鵝怎麼那麼真,1,0,0,0,0,0,0,0,K1,,,
conv1,R1,260,？,0,0,0,0,1,0,0,0,K5,,,
conv1,R1,261,我去綠世界,0,0,0,1,0,0,0,0,K4,,,
conv1,P2,262,為什麼你搶先體驗了,1,0,0,0,0,0,0,0,K1,,,
conv1,P2,263,欸不是,0,0,0,0,1,0,0,0,K5,,,
conv1,P2,264,怎麼又打我,1,0,0,0,0,0,0,0,K1,,,
conv1,P6,265,那是哪裡,1,0,0,0,0,0,0,0,K1,,,
conv1,R1,266,打boss,0,0,0,0,0,0,0,1,K8,,,
conv1,R1,267,新竹北埔,0,0,0,0,0,0,0,1,K8,,,
conv1,R1,268,綠世界,0,0,0,0,0,0,0,1,K8,,,
conv1,P2,269,我? BOSS?,1,0,0,0,0,0,0,0,K1,,,
conv1,P6,270,有大草地的那個嗎,1,0,0,0,0,0,0,0,K1,,,
conv1,R1,271,上面不是有個人說燕雲大魔王,0,1,0,0,1,0,0,0,K5,K2,,
conv1,R1,272,打一下,0,0,0,0,1,0,0,0,K5,,,
conv1,P2,273,說的是鵝啊,0,0,0,0,0,0,0,1,K8,,,
conv1,P2,274,那怎麼打的還是我,1,0,0,0,0,0,0,0,K1,,,
conv1,P15,275,"""P6"" 你最愛的P13",0,0,0,0,0,0,0,1,K8,,,
conv1,P6,276,騷,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,277,快點帶回家,0,0,0,0,0,0,0,1,K8,,,
conv1,P2,278,說好一輩子都是男角的,0,0,0,0,0,0,0,1,K8,,,
conv1,P2,279,敵不過兩顆天賞,0,0,0,0,0,0,0,1,K8,,,
conv1,R1,280,猜這啥冰淇淋,1,0,0,0,0,0,0,0,K1,,,
conv1,P15,281,蜂巢,0,0,0,0,0,0,0,1,K8,,,
conv1,P8,282,啤酒,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,283,"""P10"" 你說",0,0,0,0,0,0,0,1,K8,,,
conv1,P1,284,又有新歡了 我可以滾了,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,285,來我的懷裡不香嗎,0,0,0,1,0,0,0,0,K4,,,
conv1,P1,286,包香的姊姊,0,0,0,0,0,0,0,1,K8,,,
conv1,P8,287,怎麼看都是啤酒吧,1,0,0,0,0,0,0,0,K1,,,
conv1,P4,288,啤酒,0,0,0,0,0,0,0,1,K8,,,
conv1,P4,289,然後男生的手,0,0,0,0,0,0,0,1,K8,,,
conv1,P10,290,我還在當苦命人上班,0,0,0,1,0,0,0,0,K4,,,
conv1,R1,291,有沒有可能那是我爸,1,0,0,0,1,0,0,0,K1,K5,,
conv1,P4,292,我就問是不是男生的手,0,0,0,0,1,0,0,0,K5,,,
conv1,R1,293,"""P10"" 他試圖挑撥",0,0,0,0,0,0,0,1,K8,,,
conv1,R1,294,就說蜂巢蜜了,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,295,需要我把他的秘密抖出來,0,0,0,1,0,0,0,0,K4,,,
conv1,P15,296,給他一點教訓嗎,1,0,0,0,0,0,0,0,K1,,,
conv1,P6,297,白癡P4,0,0,0,0,0,0,0,1,K8,,,
conv1,R1,298,可以,0,0,0,0,0,0,1,0,K7,,,
conv1,P2,299,不管是什麼 肯定是掉地板會讓人心碎的冰淇淋,0,0,0,0,0,0,0,1,K8,,,
conv1,P13,300,過段時間就長出來了,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,301,在此警告,0,0,0,0,0,0,0,1,K8,,,
conv1,R1,302,確實,0,0,0,0,0,0,0,1,K8,,,
conv1,R1,303,這盒180,0,1,0,0,0,0,0,0,K2,,,
conv1,P2,304,??????????,0,0,0,0,1,0,0,0,K5,,,
conv1,P2,305,豪貴,0,0,0,0,0,1,0,0,K6,,,
conv1,P4,306,我只說是男生的手,0,0,0,0,1,0,0,0,K5,,,
conv1,P4,307,我又沒說,0,0,0,0,1,0,0,0,K5,,,
conv1,P4,308,對吧,0,0,0,0,1,0,0,0,K5,,,
conv1,P4,309,姐姐我怎麼會打擾你跟giegie,0,0,0,0,0,0,0,1,K8,,,
conv1,P4,310,我是那種挑撥關心的人嗎,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,311,挑撥關心,0,0,0,0,0,0,0,1,K8,,,
conv1,P4,312,挑撥關係,0,0,0,0,0,0,0,1,K8,,,
conv1,R1,313,因為蜂巢蜜貴,0,1,0,0,0,0,0,0,K2,,,
conv1,P15,314,我才剛在嚎叫,0,0,0,1,0,0,0,0,K4,,,
conv1,P15,315,（未參與研究人員）勒,0,0,0,0,0,0,1,0,K7,,,
conv1,P15,316,反正也用步道(?,1,0,0,0,0,0,0,0,K1,,,
conv1,P15,317,"""（未參與研究人員）"" 勒",0,0,0,0,0,0,1,0,K7,,,
conv1,P4,318,"""（未參與研究人員）"" 勒",0,0,0,0,0,0,1,0,K7,,,
conv1,P16,319,奶量怎麼撐得,1,0,0,0,0,0,0,0,K1,,,
conv1,P14,320,我老實說 梁山泊變強了,0,0,0,1,0,0,0,0,K4,,,
conv1,P14,321,裡面好幾個眼熟的人,0,0,0,1,0,0,0,0,K4,,,
conv1,P14,322,齁 有人談戀愛,0,0,0,0,0,0,0,1,K8,,,
conv1,P16,323,?,0,0,0,0,0,0,0,1,K8,,,
conv1,P18,324,誰在談戀愛,0,0,0,0,0,0,0,1,K8,,,
conv1,P18,325,細說 有瓜嗎,0,0,0,0,0,0,0,1,K8,,,
conv1,P16,326,我跟木樁吧,0,0,0,0,0,0,0,1,K8,,,
conv1,P2,327,我跟棉被吧,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,328,不是跟我嗎,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,329,渣女,0,0,0,0,0,0,0,1,K8,,,
conv1,P16,330,我都要（？,0,0,0,0,0,0,0,1,K8,,,
